Status,Station Name,Observation Date,Latitude,Longitude,Has Media,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Start Time,End Time,Was this observation completed in person or by listening to an audio device?,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes
,MCPD beehavenfarm wetland 01,2017-02-24,41.0163,-81.9392,No,seville,medina,Ohio,Rural,Vernal Pool,Human-made,Temporary Some Years,Groundwater,depression dug in creek valley april 2013,,07:25 PM,07:28 PM,,19.4,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Wood Frog,"3 - Full chorus, calls are constant, continuous and overlapping",
,MCPD killbuck lakes east wetland 02,2017-02-24,41.0114,-81.9507,No,seville,medina,Ohio,Rural,Pond,Artificially Altered,Permanent,Groundwater,sand/gravel reclamation site,,07:38 PM,07:41 PM,,19.4,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD killbuck lakes west wetland 02,2017-02-24,41.0039,-81.9751,No,lodi,medina,Ohio,Urban,Swamp or Woodland Swamp,Artificially Altered,Permanent,Groundwater,,,08:05 PM,08:08 PM,,19.4,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,
,MCPD killbuck lakes west wetland 04,2017-02-24,41.0011,-81.9732,No,lodi,medina,Ohio,Rural,Swamp or Woodland Swamp,Artificially Altered,Temporary Some Years,Groundwater,buttonbush swamp,,08:20 PM,08:23 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",
,MCPD killbuck lakes west wetland 04,2017-02-24,41.0011,-81.9732,No,lodi,medina,Ohio,Rural,Swamp or Woodland Swamp,Artificially Altered,Temporary Some Years,Groundwater,buttonbush swamp,,08:20 PM,08:23 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,
,MCPD killbuck lakes west wetland 05,2017-02-24,41.0017,-81.97,No,lodi,medina,Ohio,Rural,Vernal Pool,Artificially Altered,Temporary Some Years,Groundwater,wooded vernal pool/buttonbush/dogwood,,08:27 PM,08:30 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,MCPD killbuck lakes west wetland 05,2017-02-24,41.0017,-81.97,No,lodi,medina,Ohio,Rural,Vernal Pool,Artificially Altered,Temporary Some Years,Groundwater,wooded vernal pool/buttonbush/dogwood,,08:27 PM,08:30 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,
,MCPD killbuck lakes west wetland 07,2017-02-24,40.9996,-81.9753,No,lodi,medina,Ohio,Rural,Wet Meadow,Artificially Altered,Temporary Some Years,Groundwater,sand/gravel pit reclamation site,,08:49 PM,08:52 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD killbuck lakes west wetland 08,2017-02-24,40.9995,-81.9769,No,lodi,medina,Ohio,Rural,Wet Meadow,Artificially Altered,Temporary Every Year,Groundwater,sand/gravel pit reclamation site,,08:58 PM,09:01 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD killbuck lakes west wetland 09,2017-02-24,40.9997,-81.9791,No,lodi,medina ,Ohio,Rural,Freshwater Marsh,Artificially Altered,Permanent,Groundwater,sand/gravel pit reclamation site,,09:05 PM,09:08 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,
,MCPD killbuck lakes west wetland 10,2017-02-24,40.9996,-81.9812,No,lodi,medina,Ohio,Rural,Freshwater Marsh,Artificially Altered,Permanent,Groundwater,sand/gravel pit reclamation site,,09:12 PM,09:15 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD killbuck lakes west wetland11,2017-02-24,41.0002,-81.9761,No,lodi,medina,Ohio,Rural,Wet Meadow,Artificially Altered,Temporary Every Year,Groundwater,sand/gravel pit reclamation site (new wetland created fall 2015,,08:45 PM,08:48 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,
,MCPDkillbuck lakes west wetland12,2017-02-24,41,-81.977,No,burbank,medina,Ohio,Rural,Vernal Pool,Artificially Altered,Temporary Every Year,Precipitation or Runoff,sand gravel reclamation,,08:53 PM,08:56 PM,,18.9,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Becky L's Pond,2017-02-24,41.330366,-82.115757,No,Elyria,Lorain,Ohio,Rural,Pond,Human-made,Permanent,,"Small pond in a field, there is also a nearby creek and small wooded area",Address of pond: 10899 Lagrange Rd. Elyria Ohio 44035. Pond is in the back of the property in the field,06:59 PM,07:02 PM,,21.1,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","Spring Peepers in full chorus, 1 - 2 W. Chorus Frogs also heard"
,Becky L's Pond,2017-02-24,41.330366,-82.115757,No,Elyria,Lorain,Ohio,Rural,Pond,Human-made,Permanent,,"Small pond in a field, there is also a nearby creek and small wooded area",Address of pond: 10899 Lagrange Rd. Elyria Ohio 44035. Pond is in the back of the property in the field,06:59 PM,07:02 PM,,21.1,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,"Spring Peepers in full chorus, 1 - 2 W. Chorus Frogs also heard"
,Beechwood Road,2017-02-24,41.191218,-81.202011,No,Ravenna,Portage,Ohio,Rural,Vernal Pool,Not Known,Temporary Every Year,Precipitation or Runoff,Vernal Pool along side of raised traintracks that are no longer in use ,Rt 88 to Beechwood Road ,09:45 PM,09:48 PM,,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,Beechwood Road,2017-02-24,41.191218,-81.202011,No,Ravenna,Portage,Ohio,Rural,Vernal Pool,Not Known,Temporary Every Year,Precipitation or Runoff,Vernal Pool along side of raised traintracks that are no longer in use ,Rt 88 to Beechwood Road ,09:45 PM,09:48 PM,,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Wood Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,CUVA: Indigo Pond (112),2017-02-24,41.19,-81.58,No,Bath,Summit,Ohio,Urban,Vernal Pool,Artificially Altered,Permanent,Pond,,Indigo Lake Trailhead,06:49 PM,06:52 PM,,17.8,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,0 - No frogs or toads can be heard calling.,Minimal (1) spring peeper calls heard from the wetland north of the pond and from the wetland to the SSE of the pond.  No calls of any species heard at Indigo Pond.
,MCPD Allardale Pond 01,2017-02-24,41.192774,-81.694918,No,Medina,Medina,Ohio,Park District,Pond,Human-made,Permanent,Pond,Medina County Park District Allardale Lodge Pond,"141 Remsen Road
Medina, OH 44256",06:55 PM,06:58 PM,,20,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,
,MCPD Allardale Pond 01,2017-02-24,41.192774,-81.694918,No,Medina,Medina,Ohio,Park District,Pond,Human-made,Permanent,Pond,Medina County Park District Allardale Lodge Pond,"141 Remsen Road
Medina, OH 44256",06:55 PM,06:58 PM,,20,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,
,MCPD Allardale Pond 01,2017-02-24,41.192774,-81.694918,No,Medina,Medina,Ohio,Park District,Pond,Human-made,Permanent,Pond,Medina County Park District Allardale Lodge Pond,"141 Remsen Road
Medina, OH 44256",06:55 PM,06:58 PM,,20,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Wood Frog,1 - Individuals can be counted; there is space between calls,
,CUVA: Wetmore (188),2017-02-24,41.2201,-81.5487,No,Boston Township,Summit,Ohio,Rural,Wet Meadow,Artificially Altered,Temporary Every Year,Precipitation or Runoff,The area where the frogs breed is a former field that is growing back in with native plants and is also being planted with native species trees in a forest rehabilitation program.,"Park in grassy area on either side of entrance to horse trail that is just south of the intersection of Quick Road and Akron Peninsula Road.  Walk back in along the horse trail to one of several acces paths to the site, proceeding east about 30 meters to the site.",05:41 PM,05:44 PM,,17.8,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,Wood frog calling very light.
,CUVA: Wetmore (188),2017-02-24,41.2201,-81.5487,No,Boston Township,Summit,Ohio,Rural,Wet Meadow,Artificially Altered,Temporary Every Year,Precipitation or Runoff,The area where the frogs breed is a former field that is growing back in with native plants and is also being planted with native species trees in a forest rehabilitation program.,"Park in grassy area on either side of entrance to horse trail that is just south of the intersection of Quick Road and Akron Peninsula Road.  Walk back in along the horse trail to one of several acces paths to the site, proceeding east about 30 meters to the site.",05:41 PM,05:44 PM,,17.8,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,,Some Precipitation,Above Freezing,Wood Frog,1 - Individuals can be counted; there is space between calls,Wood frog calling very light.
,CUVA: Lock 29 (534),2017-02-24,41.243586,-81.550001,No,Peninsula,Summit,Ohio,Suburban,Freshwater Marsh,Artificially Altered,Permanent,Stream or River,,Park at Lock 29 Trailhead,07:18 PM,07:21 PM,,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",
,CUVA: EEC 1641,2017-02-24,41.211944,-81.577414,No,Richfield,Summit,Ohio,Suburban,Freshwater Marsh,Natural,Temporary Every Year,Precipitation or Runoff,EEC,Park roadside by November Lodge.,06:53 PM,06:56 PM,,21.7,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Henderson Forest,2017-02-23,41.071296,-81.705837,No,Wadsworth,Medina,Ohio,Suburban,Creek,Natural,Permanent,Pond,A very small creek running threw the low part of the forest.,On Koontz road.,07:05 PM,07:08 PM,,17.2,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,"Tons of spring peepers out to my left, but not in my section."
,Goose Pond,2017-02-23,41.072476,-81.707189,No,,Medina,Ohio,Suburban,Pond,Natural,Permanent,Pond,"Shallow, mucky pond surrounded by woods",Koontz Road,07:20 PM,07:28 PM,,17.2,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Costa Pond,2017-02-23,41.068384,-81.693201,No,Wadswoth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Half acre pond on friends property.,2430 S.Medina Line Rd.,07:37 PM,07:40 PM,,17.2,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,
,Costa Pond,2017-02-23,41.068384,-81.693201,No,Wadswoth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Half acre pond on friends property.,2430 S.Medina Line Rd.,07:37 PM,07:40 PM,,17.2,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,
,Costa Pond,2017-02-23,41.068384,-81.693201,No,Wadswoth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Half acre pond on friends property.,2430 S.Medina Line Rd.,07:37 PM,07:40 PM,,17.2,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,
,mogadore reservoir,2017-02-23,41.068942,-81.368973,No,Mogadore,Summit,Ohio, ,Swamp or Woodland Swamp,Natural,Temporary Every Year,,It is the edge of the reservoir with a woods and a marsh connected to it,Near the intersection of Saxe Rd. and Sunnybrook Rd. there is a pull off on Sunnybrook that is closed off. It is an access road for the Park but now closed to traffic.,06:45 PM,06:48 PM,,14.4,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,mogadore reservoir,2017-02-22,41.068942,-81.368973,No,Mogadore,Summit,Ohio, ,Swamp or Woodland Swamp,Natural,Temporary Every Year,,It is the edge of the reservoir with a woods and a marsh connected to it,Near the intersection of Saxe Rd. and Sunnybrook Rd. there is a pull off on Sunnybrook that is closed off. It is an access road for the Park but now closed to traffic.,06:45 PM,06:48 PM,,15.6,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD River Styx Pond 01,2017-02-23,41.04777,-81.79743,No,Wadsworth,Medina,Ohio,Park,Pond,Artificially Altered,Permanent,Stream or River,Medina County Park Distric River Styx Park,"Park in lot and follow yellow, alll purpose trail to the Fishing Access",06:45 PM,06:48 PM,,12.2,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,MCPD River Styx Pond 01,2017-02-18,41.04777,-81.79743,No,Wadsworth,Medina,Ohio,Park,Pond,Artificially Altered,Permanent,Stream or River,Medina County Park Distric River Styx Park,"Park in lot and follow yellow, alll purpose trail to the Fishing Access",06:40 PM,06:43 PM,,12.8,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Old Park Picnic Area,2017-02-23,40.9763,-81.5403,No,New Franklin,Summit,Ohio,Suburban,Swamp or Woodland Swamp,Natural,Not Known,Precipitation or Runoff,Low area in a woods off the road by the picnic place.,,07:40 PM,07:43 PM,,13.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Old Park Picnic Area,2016-07-26,40.9763,-81.5403,No,New Franklin,Summit,Ohio,Suburban,Swamp or Woodland Swamp,Natural,Not Known,Precipitation or Runoff,Low area in a woods off the road by the picnic place.,,09:59 PM,10:02 PM,,23.3,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Portage Lakes State Park Boathouse,2017-02-23,40.9743,-81.5384,No,Akron,Summit,Ohio,Suburban,Pond,Natural,Permanent,Lake,Right by the Boathouse on Turkkeyfoot Lake,,07:49 PM,07:52 PM,,13.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Portage Lakes State Park Boathouse,2016-07-26,40.9743,-81.5384,No,Akron,Summit,Ohio,Suburban,Pond,Natural,Permanent,Lake,Right by the Boathouse on Turkkeyfoot Lake,,10:15 PM,10:18 PM,,23.3,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,"A bullfrog was also heard, but outside of the 3 minute window of time.  He called during the 2 minute preparation time for the observation."
,CUVA: Everett Swamp (332),2017-02-23,41.21201,-81.56607,No,Cuyahoga Falls,Summit,Ohio,Rural,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,Buttonbush Swamp - Oxbow,Roadside parking or walk from Maintenace Yard/,07:26 PM,07:29 PM,,13.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,Wadsworth Road Vernal Pool,2017-02-23,41.0477,-81.7784,No,Wadsworth,Medina,Ohio,Rural,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,,,08:43 PM,08:46 PM,,10.6,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Much Precipitation,Above Freezing,Pickerel Frog,1 - Individuals can be counted; there is space between calls,
